type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,161,0.8129251700680272,1.5527950310559007,3.869565217391304
COLLABORATOR,57,0.47877358490566035,2.43859649122807,5.824561403508772
CONTRIBUTOR,32,5.495535714285714,3.34375,13.21875
MEMBER,249,3.8434684684684686,3.0602409638554215,9.63855421686747
NONE,1,,6.0,22.0
