type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,166,0.7665562913907285,1.536144578313253,3.753012048192771
COLLABORATOR,56,0.49038461538461536,2.5,5.767857142857143
CONTRIBUTOR,33,5.758333333333334,3.4545454545454546,13.93939393939394
MEMBER,242,3.5545774647887325,3.0661157024793386,9.28099173553719
NONE,3,5.0,4.666666666666667,17.333333333333332
