type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,151,1.0800359712230216,2.23841059602649,4.52317880794702
COLLABORATOR,55,0.5386363636363637,2.5454545454545454,5.6909090909090905
CONTRIBUTOR,23,4.638888888888889,3.4782608695652173,9.608695652173912
MEMBER,166,3.4741379310344827,2.819277108433735,7.686746987951807
NONE,5,1.0,2.4,5.0
