type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,174,1.2604166666666667,1.9942528735632183,4.5344827586206895
COLLABORATOR,62,1.5508474576271187,2.596774193548387,7.17741935483871
CONTRIBUTOR,26,3.789473684210526,3.3846153846153846,12.653846153846153
MEMBER,234,2.8963414634146343,2.888888888888889,8.354700854700855
NONE,4,,2.25,4.75
