type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,149,1.0501824817518248,2.2348993288590604,4.510067114093959
COLLABORATOR,55,0.5386363636363637,2.5454545454545454,5.6909090909090905
CONTRIBUTOR,23,4.638888888888889,3.4782608695652173,9.608695652173912
MEMBER,168,3.4608843537414966,2.8154761904761907,7.9226190476190474
NONE,5,1.0,2.4,5.0
