type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,158,1.1652397260273972,2.2911392405063293,4.481012658227848
COLLABORATOR,57,0.6578947368421053,2.6140350877192984,6.385964912280702
CONTRIBUTOR,20,3.7666666666666666,3.4,8.65
MEMBER,160,3.7194244604316546,2.93125,7.9375
NONE,5,1.0,2.4,5.0
