type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,158,0.8081597222222222,1.5253164556962024,3.7848101265822787
COLLABORATOR,58,0.5,2.5172413793103448,5.931034482758621
CONTRIBUTOR,34,5.758333333333334,3.3529411764705883,13.558823529411764
MEMBER,249,3.7051569506726456,3.0602409638554215,9.453815261044177
NONE,1,,6.0,22.0
