type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,171,0.7403225806451613,1.5204678362573099,3.473684210526316
COLLABORATOR,55,0.4740566037735849,2.5454545454545454,5.036363636363636
CONTRIBUTOR,29,6.212962962962963,3.4482758620689653,13.241379310344827
MEMBER,242,3.659952606635071,3.0867768595041323,8.979338842975206
NONE,3,5.0,4.666666666666667,17.333333333333332
