type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,171,0.7467741935483871,1.5789473684210527,3.6842105263157894
COLLABORATOR,54,0.49759615384615385,2.574074074074074,5.111111111111111
CONTRIBUTOR,29,5.324074074074074,3.310344827586207,12.379310344827585
MEMBER,242,3.625598086124402,3.12396694214876,9.25206611570248
NONE,4,5.0,3.75,13.25
