type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,173,0.7347756410256411,1.5433526011560694,3.5895953757225434
COLLABORATOR,56,0.4675925925925926,2.5357142857142856,4.982142857142857
CONTRIBUTOR,30,6.241071428571429,3.5,13.633333333333333
MEMBER,237,3.674390243902439,3.1265822784810124,9.253164556962025
NONE,4,5.0,3.75,13.25
