type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,162,0.7902397260273972,1.5864197530864197,3.9382716049382718
COLLABORATOR,57,0.49292452830188677,2.4035087719298245,5.7368421052631575
CONTRIBUTOR,32,5.486607142857143,3.40625,13.53125
MEMBER,248,3.853139013452915,3.032258064516129,9.65725806451613
NONE,1,,6.0,22.0
