type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,162,1.025,1.8024691358024691,4.302469135802469
COLLABORATOR,67,1.404296875,2.4477611940298507,6.2835820895522385
CONTRIBUTOR,26,7.592105263157895,3.3846153846153846,15.26923076923077
MEMBER,242,3.595183486238532,2.979338842975207,9.144628099173554
NONE,3,,1.3333333333333333,2.3333333333333335
