type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,174,0.7088607594936709,1.5574712643678161,3.5977011494252875
COLLABORATOR,45,0.4431818181818182,2.4,4.355555555555555
CONTRIBUTOR,34,5.024193548387097,3.3823529411764706,12.205882352941176
MEMBER,243,4.146634615384615,3.094650205761317,9.094650205761317
NONE,4,5.0,3.75,13.25
