type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,162,0.6571180555555556,1.7345679012345678,4.1419753086419755
COLLABORATOR,68,1.3884615384615384,2.4705882352941178,6.323529411764706
CONTRIBUTOR,26,8.2125,3.3846153846153846,16.384615384615383
MEMBER,242,3.7035550458715596,2.9917355371900825,9.136363636363637
NONE,2,,1.0,2.0
