type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,160,1.0393356643356644,1.7875,4.29375
COLLABORATOR,69,1.3825757575757576,2.463768115942029,6.27536231884058
CONTRIBUTOR,26,7.592105263157895,3.3846153846153846,15.26923076923077
MEMBER,242,3.5961981566820276,2.979338842975207,9.12396694214876
NONE,3,,1.3333333333333333,2.3333333333333335
