type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,184,1.3333333333333333,2.135869565217391,4.586956521739131
COLLABORATOR,68,0.9090909090909091,2.5,6.544117647058823
CONTRIBUTOR,28,4.0227272727272725,3.392857142857143,10.464285714285714
MEMBER,215,3.658422459893048,2.874418604651163,8.47906976744186
NONE,5,1.0,2.4,5.0
