type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,181,1.1734848484848486,2.0607734806629834,4.441988950276243
COLLABORATOR,71,1.369485294117647,2.535211267605634,6.943661971830986
CONTRIBUTOR,30,4.065217391304348,3.466666666666667,10.366666666666667
MEMBER,213,2.878968253968254,2.887323943661972,8.258215962441314
NONE,5,1.0,2.4,5.0
