type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,174,0.7380573248407644,1.5402298850574712,3.603448275862069
COLLABORATOR,52,0.49,2.5961538461538463,5.038461538461538
CONTRIBUTOR,30,6.241071428571429,3.5,13.633333333333333
MEMBER,240,3.660456730769231,3.1416666666666666,9.241666666666667
NONE,4,5.0,3.75,13.25
