type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,182,1.4270833333333333,2.1483516483516483,4.571428571428571
COLLABORATOR,70,0.9871323529411765,2.5428571428571427,7.114285714285714
CONTRIBUTOR,27,4.214285714285714,3.3333333333333335,10.333333333333334
MEMBER,216,4.078042328042328,2.875,8.791666666666666
NONE,5,1.0,2.4,5.0
