type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,161,1.1275337837837838,2.267080745341615,4.484472049689441
COLLABORATOR,52,0.6466346153846154,2.6538461538461537,6.5
CONTRIBUTOR,20,3.7,3.4,9.05
MEMBER,162,3.7845744680851063,2.925925925925926,7.944444444444445
NONE,5,1.0,2.4,5.0
