type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,178,0.7127329192546584,1.5786516853932584,3.6797752808988764
COLLABORATOR,54,0.5288461538461539,2.5555555555555554,5.203703703703703
CONTRIBUTOR,30,5.169642857142857,3.4,12.5
MEMBER,234,3.7002487562189055,3.08974358974359,9.256410256410257
NONE,4,5.0,3.75,13.25
