type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,172,0.5399659863945578,1.5755813953488371,3.145348837209302
COLLABORATOR,49,1.827127659574468,2.306122448979592,6.122448979591836
CONTRIBUTOR,40,3.9857142857142858,3.25,10.85
MEMBER,236,3.89125,2.7288135593220337,8.15677966101695
NONE,3,5.0,3.0,10.333333333333334
