type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,183,1.1796407185628743,2.1256830601092895,4.579234972677596
COLLABORATOR,69,0.9128787878787878,2.5942028985507246,6.869565217391305
CONTRIBUTOR,28,4.0227272727272725,3.392857142857143,10.464285714285714
MEMBER,215,3.36968085106383,2.874418604651163,8.423255813953489
NONE,5,1.0,2.4,5.0
