type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,171,0.742741935483871,1.5730994152046784,3.6432748538011697
COLLABORATOR,55,0.5070754716981132,2.581818181818182,5.163636363636364
CONTRIBUTOR,31,5.439655172413793,3.3225806451612905,12.290322580645162
MEMBER,239,3.614734299516908,3.1338912133891212,9.238493723849372
NONE,4,5.0,3.75,13.25
