type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,166,1.0744863013698631,1.9518072289156627,4.493975903614458
COLLABORATOR,63,1.53125,2.5714285714285716,7.111111111111111
CONTRIBUTOR,25,3.401315789473684,3.44,11.88
MEMBER,243,3.478881278538813,2.9670781893004117,9.053497942386832
NONE,3,,1.3333333333333333,2.3333333333333335
