type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,167,1.0748299319727892,1.9401197604790419,4.473053892215569
COLLABORATOR,63,1.53125,2.5714285714285716,7.111111111111111
CONTRIBUTOR,27,5.220238095238095,3.4814814814814814,14.74074074074074
MEMBER,240,3.617545871559633,2.9833333333333334,9.266666666666667
NONE,3,,1.3333333333333333,2.3333333333333335
