type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,177,0.5583881578947368,1.5988700564971752,3.3163841807909606
COLLABORATOR,44,2.0,2.340909090909091,6.386363636363637
CONTRIBUTOR,40,4.014285714285714,3.225,10.525
MEMBER,236,3.7691831683168315,2.7288135593220337,7.991525423728813
NONE,3,5.0,3.0,10.333333333333334
