type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,177,0.6419354838709678,1.4802259887005649,2.977401129943503
COLLABORATOR,50,1.75,2.34,6.12
CONTRIBUTOR,33,4.089285714285714,3.3333333333333335,11.0
MEMBER,236,3.690270935960591,2.6991525423728815,8.516949152542374
NONE,4,5.0,3.0,8.5
