type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,178,1.183641975308642,2.056179775280899,4.449438202247191
COLLABORATOR,69,1.393939393939394,2.536231884057971,6.942028985507246
CONTRIBUTOR,30,3.6136363636363638,3.466666666666667,10.133333333333333
MEMBER,218,2.9561855670103094,2.926605504587156,8.555045871559633
NONE,5,1.0,2.4,5.0
