type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,173,1.2305194805194806,1.9942196531791907,4.543352601156069
COLLABORATOR,62,1.5444915254237288,2.596774193548387,7.209677419354839
CONTRIBUTOR,26,3.789473684210526,3.3846153846153846,12.653846153846153
MEMBER,236,2.938397129186603,2.9237288135593222,8.470338983050848
NONE,3,,1.3333333333333333,2.3333333333333335
