type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,177,0.709375,1.5423728813559323,3.615819209039548
COLLABORATOR,52,0.5294117647058824,2.4615384615384617,4.730769230769231
CONTRIBUTOR,30,5.169642857142857,3.4,12.5
MEMBER,237,3.9895320197044337,3.0843881856540083,9.253164556962025
NONE,4,5.0,3.75,13.25
