type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,159,0.8211805555555556,1.6477987421383649,4.0251572327044025
COLLABORATOR,56,0.4669811320754717,2.4285714285714284,5.803571428571429
CONTRIBUTOR,28,7.59375,3.5,16.142857142857142
MEMBER,255,4.259868421052632,3.0,9.419607843137255
NONE,2,,1.0,2.0
