type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,170,0.7581699346405228,1.5294117647058822,3.735294117647059
COLLABORATOR,56,0.49038461538461536,2.5,5.767857142857143
CONTRIBUTOR,32,5.853448275862069,3.4375,13.90625
MEMBER,239,3.6714285714285713,3.066945606694561,9.06694560669456
NONE,3,5.0,4.666666666666667,17.333333333333332
