type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,161,1.0329861111111112,1.7888198757763976,4.285714285714286
COLLABORATOR,69,1.3825757575757576,2.463768115942029,6.27536231884058
CONTRIBUTOR,26,7.592105263157895,3.3846153846153846,15.26923076923077
MEMBER,241,3.603587962962963,2.975103734439834,9.136929460580912
NONE,3,,1.3333333333333333,2.3333333333333335
