type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,164,1.0844827586206895,1.920731707317073,4.5182926829268295
COLLABORATOR,68,1.4692307692307693,2.5441176470588234,6.926470588235294
CONTRIBUTOR,27,5.755681818181818,3.5925925925925926,15.703703703703704
MEMBER,238,3.807558139534884,2.9831932773109244,9.378151260504202
NONE,3,,1.3333333333333333,2.3333333333333335
