type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,172,0.5535714285714286,1.5813953488372092,3.203488372093023
COLLABORATOR,48,1.8451086956521738,2.3125,6.083333333333333
CONTRIBUTOR,40,3.9857142857142858,3.25,10.85
MEMBER,237,3.8818407960199006,2.729957805907173,8.151898734177216
NONE,3,5.0,3.0,10.333333333333334
