type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,171,0.7581168831168831,1.5321637426900585,3.695906432748538
COLLABORATOR,56,0.4807692307692308,2.517857142857143,5.142857142857143
CONTRIBUTOR,30,6.026785714285714,3.433333333333333,13.6
MEMBER,240,3.674404761904762,3.0625,8.958333333333334
NONE,3,5.0,4.666666666666667,17.333333333333332
