type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,171,1.0364238410596027,1.9532163742690059,4.485380116959064
COLLABORATOR,62,1.5444915254237288,2.596774193548387,7.209677419354839
CONTRIBUTOR,27,4.0,3.4074074074074074,12.148148148148149
MEMBER,237,3.244718309859155,2.9451476793248945,8.907172995780591
NONE,3,,1.3333333333333333,2.3333333333333335
