type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,159,0.6610915492957746,1.6666666666666667,4.062893081761007
COLLABORATOR,59,1.546875,2.4745762711864407,6.610169491525424
CONTRIBUTOR,29,7.532608695652174,3.413793103448276,15.758620689655173
MEMBER,251,4.04,3.0,9.326693227091633
NONE,2,,1.0,2.0
