type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,177,0.6330645161290323,1.5254237288135593,3.096045197740113
COLLABORATOR,52,1.735,2.326923076923077,6.0
CONTRIBUTOR,41,4.003472222222222,3.1463414634146343,10.341463414634147
MEMBER,226,3.8646907216494846,2.743362831858407,8.743362831858407
NONE,4,5.0,3.0,8.5
