type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,173,1.2548387096774194,2.0115606936416186,4.497109826589595
COLLABORATOR,63,1.5541666666666667,2.619047619047619,7.396825396825397
CONTRIBUTOR,26,3.789473684210526,3.3846153846153846,12.653846153846153
MEMBER,233,3.0923645320197046,2.888412017167382,8.493562231759658
NONE,5,1.0,2.4,5.0
