type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,150,1.230072463768116,2.2733333333333334,4.58
COLLABORATOR,56,0.53125,2.5357142857142856,5.660714285714286
CONTRIBUTOR,21,4.382352941176471,3.5238095238095237,9.19047619047619
MEMBER,168,3.7029109589041096,2.8154761904761907,7.744047619047619
NONE,5,1.0,2.4,5.0
