type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,173,0.5668789808917197,1.5144508670520231,3.3236994219653178
COLLABORATOR,48,0.6059782608695652,2.4375,4.770833333333333
CONTRIBUTOR,41,6.482638888888889,3.317073170731707,12.268292682926829
MEMBER,234,4.127525252525253,3.034188034188034,8.837606837606838
NONE,4,5.0,3.75,13.25
