type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,155,1.1619718309859155,2.2580645161290325,4.52258064516129
COLLABORATOR,57,0.6228070175438597,2.5789473684210527,6.175438596491228
CONTRIBUTOR,21,4.382352941176471,3.5238095238095237,9.19047619047619
MEMBER,162,4.020535714285714,2.9012345679012346,8.148148148148149
NONE,5,1.0,2.4,5.0
