type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,179,0.6137820512820513,1.4636871508379887,2.88268156424581
COLLABORATOR,47,1.8451086956521738,2.276595744680851,6.25531914893617
CONTRIBUTOR,35,4.053571428571429,3.142857142857143,10.514285714285714
MEMBER,235,3.6360837438423643,2.6808510638297873,8.45531914893617
NONE,4,,3.0,5.0
