type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,159,0.8272569444444444,1.6415094339622642,3.993710691823899
COLLABORATOR,53,0.5025,2.4150943396226414,5.943396226415095
CONTRIBUTOR,28,7.59375,3.5,16.142857142857142
MEMBER,258,4.33982683982684,3.003875968992248,9.546511627906977
NONE,2,,1.0,2.0
