type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,164,1.022108843537415,1.853658536585366,4.4573170731707314
COLLABORATOR,70,1.421641791044776,2.4571428571428573,6.614285714285714
CONTRIBUTOR,24,6.618421052631579,3.5833333333333335,17.083333333333332
MEMBER,239,3.5474537037037037,2.937238493723849,9.07112970711297
NONE,3,,1.3333333333333333,2.3333333333333335
