type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,183,1.2113095238095237,2.158469945355191,4.333333333333333
COLLABORATOR,63,0.6270491803278688,2.5873015873015874,6.9523809523809526
CONTRIBUTOR,30,3.8532608695652173,3.2666666666666666,9.866666666666667
MEMBER,219,4.212696335078534,2.853881278538813,8.511415525114156
NONE,5,1.0,2.4,5.0
