type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,161,0.7887931034482759,1.5776397515527951,3.875776397515528
COLLABORATOR,53,0.5025,2.3962264150943398,5.9245283018867925
CONTRIBUTOR,30,6.163461538461538,3.466666666666667,14.4
MEMBER,254,3.7976973684210527,3.02755905511811,9.456692913385826
NONE,2,,3.5,12.0
