type_of_contribution,user_login,number,business_days_to_merge,number_of_commenters,number_of_comments,number_of_pushes,gradle_check_failures
MEMBER,anshu1106,2,3.0,3.0,6.5,1.5,2.0
MEMBER,backslasht,2,0.5,2.0,6.0,0.0,2.0
MEMBER,bowenlan-amzn,2,0.5,2.5,12.5,1.5,5.5
CONTRIBUTOR,naomichi-y,2,6.0,3.0,14.0,0.5,5.5
MEMBER,dbwiddis,2,0.8125,1.5,3.5,0.5,2.0
MEMBER,Bukhtawar,1,1.0,3.0,4.0,0.0,0.0
CONTRIBUTOR,gargharsh3134,1,,1.0,2.0,0.0,0.0
CONTRIBUTOR,niyatiagg,1,7.0,5.0,11.0,0.0,2.0
CONTRIBUTOR,Ferrari248,1,17.0,4.0,28.0,10.0,9.0
MEMBER,shwetathareja,1,0.25,7.0,14.0,0.0,0.0
CONTRIBUTOR,lukas-vlcek,1,1.0,4.0,7.0,0.0,1.0
MEMBER,vikasvb90,1,1.0,3.0,10.0,2.0,6.0
MEMBER,BhumikaSaini-Amazon,1,30.0,3.0,33.0,14.0,20.0
NONE,ericsmalling,1,,1.0,2.0,0.0,1.0
MEMBER,dzane17,1,0.125,1.0,2.0,0.0,0.0
MEMBER,rishabh6788,1,6.0,4.0,26.0,2.0,8.0
MEMBER,peterzhuamazon,1,1.0,6.0,12.0,0.0,1.0
CONTRIBUTOR,Pranshu-S,1,2.0,4.0,4.0,0.0,0.0
MEMBER,owaiskazi19,1,11.0,4.0,31.0,11.0,18.0
MEMBER,neetikasinghal,1,3.0,4.0,14.0,3.0,2.0
CONTRIBUTOR,Zhikai-VM,1,3.0,4.0,17.0,3.0,0.0
MEMBER,khushbr,1,,2.0,5.0,0.0,3.0
MEMBER,kaushalmahi12,1,,4.0,11.0,0.0,2.0
MEMBER,kartg,1,1.0,5.0,9.0,1.0,1.0
CONTRIBUTOR,frameflare,1,4.0,4.0,7.0,0.0,2.0
MEMBER,harshavamsi,1,0.375,2.0,3.0,0.0,0.0
NONE,llilyy,1,,6.0,22.0,2.0,4.0
