type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,155,1.1796875,2.2838709677419353,4.47741935483871
COLLABORATOR,55,0.6795454545454546,2.6363636363636362,6.545454545454546
CONTRIBUTOR,20,3.7666666666666666,3.4,8.65
MEMBER,165,3.677951388888889,2.9212121212121214,7.842424242424243
NONE,5,1.0,2.4,5.0
