type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,154,1.18006993006993,2.2857142857142856,4.454545454545454
COLLABORATOR,55,0.6795454545454546,2.6363636363636362,6.545454545454546
CONTRIBUTOR,20,3.7666666666666666,3.4,8.65
MEMBER,166,3.6594827586206895,2.9156626506024095,7.825301204819277
NONE,5,1.0,2.4,5.0
