type_of_contribution,number,business_days_to_merge,number_of_commenters,number_of_comments
AUTOMATION,159,0.7970890410958904,1.5157232704402517,3.7547169811320753
COLLABORATOR,58,0.5,2.5172413793103448,5.931034482758621
CONTRIBUTOR,34,5.758333333333334,3.3529411764705883,13.558823529411764
MEMBER,248,3.7173423423423424,3.056451612903226,9.46774193548387
NONE,1,,6.0,22.0
